,,,,,,,
"We are pleased to announce a symposium on “Mathematical and computational biology” at IIT Gandhinagar on March 21-22nd 2015, with support from National Network for Mathematical and Computational Biology (NNMCB), Pune node.

The symposium aims to encourage interaction among scientists and students working on mathematical and computational biology in India, especially between the member institutes of the Pune Node. The topics of discussions would cover diverse areas such as Host-Pathogen Interactions, Disease and Drug Delivery Modeling, Spread of Infectious Disease in Populations and Analysis of Protein-Protein Interaction Networks.

For more details please visit the website",14,Watch Prof Ramakrishnan addressing the graduating batch at Udaan 2016.,24,"The new library at IIT Gandhinagar Palaj is a delight for the book lovers. Inaugurated by Professor Sudhir Jain on the 7th March 2016 at Palaj Block 3 ground floor, the library works 24X7 for the bookworms of the community. 

 ""I have always imagined that Paradise will be a kind of library"" ~ Jorge Luis Borges",134,Day 1,3
,,,,,,,
nan,6,"The IIT Gandhinagar fraternity congratulates Professor Chetan Pahlajani for receiving a grant from the Science and Engineering Research Board (SERB), towards the project ""Asymptotic problems for stochastically perturbed switching dynamical systems"".",55,"Over 1200 school students visited the science exhibition at Indian Institute of Technology Gandhinagar (IITGN) on Saturday (March 12, 2016). The science exhibition was held in celebration of Science Day which aims to bring more awareness among the people about the power of science. The event was a part of the Rashtriya Avishkar Abhiyan (RAA) activities of IITGN which is supported by Sarva Shiksha Abhiyan (SSA) and Rashtriya Madhyamik Shiksha Abhiyan (RMSA).",134,New video in the IITGN1 YouTube channel,2
,,,,,,,
nan,8,"This #ThrowbackThursday, we revisit a video on the state of quality education at schools in India, made by students of IITGN as a part of their course on Digital Cultures and New Media. 

In this video, Prof Shivakumar Jolad weighs in on the challenges pertaining to primary education.",35,"IITGN family congratulates Prof Vimal Mishra on receiving a research grant from Belmont Forum for a project titled,""High Impact Weather Events in EurAsia Selected, Simulated and Storified"".",146,http://articles.timesofindia.indiatimes.com/2013-02-21/ahmedabad/37220547_1_hudco-design-awards-ajay-maken,0
,,,,,,,
"IITGn to host council for academic excellence today

#iit #iitgn #iitgandhinagar #academics",12,"The IIT Gandhinagar fraternity congratulates Professor Indranath Sengupta for receiving a grant from  the Science and Engineering Research Board (SERB), towards the project on ""Gröbner Basis, Syzygies and Betti Numbers of Determinantal Ideals"".",74,"IITGN family congratulates Prof Shanmuganathan Raman on receiving a research grant  from Indian Space Research Organisation (ISRO) under the RESPOND project entitled,""Extended Depth of Field Imaging Using Coded Camera Architecture"".",211,nan,2
,,,,,,,
"Title: Opportunities and Challenges of Building a World Class IIT from the Ground up: The IIT Gandhinagar Story

Started in 2008, IIT Gandhinagar provides a unique opportunity to build a centre of excellence in research, teaching, and community engagement. The institute has already graduated three batch of students who have done exceedingly well. One of the critical pillars of IITGN is its highly accomplished faculty that the Institute has very successfully recruited. IITGN’s five-week immersion foundation program, which focuses on creativity, ethics, social engagement, physical fitness, leadership skills, seeks to tackle some of the central weaknesses of incoming students. To promote critical thinking and an appreciation of the interdisciplinary character of knowledge, undergraduates (and MTech students) take almost 20% of the courses in the humanities and the social sciences. The Institute places great emphasis on globalization and diversity: nearly a third of IIT Gandhinagar’s undergraduates receive study abroad experiences and almost 15 percent of its faculty every semester is visiting faculty, both from India and abroad. The Institute has eliminated departmental silos and developed distinctive centers and programs such as Archeological Sciences, Cognitive Sciences, Safety, and Society and Culture. A number of community outreach programmes at IITGN, including Nyasa for welfare of construction workers, have been well appreciated and recognized. The talk will highlight the innovations in curriculum and governance implemented at IITGN, and will also touch upon some of the challenges ahead. 

About Prof Jain
Prof Sudhir K Jain received his Bachelor of Engineering from University of Roorkee in 1979, Master of Science from California Institute of Technology (Caltech), Pasadena, USA in 1980, and Doctor of Philosophy, also from Caltech, in 1983. He joined Civil Engineering faculty at IIT Kanpur in 1984 and in June 2009 took leave from IIT Kanpur in order to move over to IIT Gandhinagar as its Director. While at IIT Kanpur, Professor Jain taught and researched in earthquake/ structural engineering, mentored young researchers, trained a large number of professional engineers, and provided consulting for numerous major engineering projects. He set up the National Information Centre of Earthquake Engineering (www.nicee.org) at IITK with a substantial endowment, and was National Coordinator (2003-2007)  for National Programme on Earthquake Engineering Education (www.nicee.org/npeee) funded by MHRD. 

Professor Jain has been Dean, Resource Planning and Generation (2005-2008); Head of Civil Engineering Department (2001-2003); Coordinator, CDTE/QIP/CEP (1997-2000); and Chairman, Student Placement Committee (1995-96) at IIT Kanpur. He is currently (2014-2018) President of the International Association for Earthquake Engineering. Professor Jain was elected a Fellow of the Indian National Academy of Engineering in 2003 and was conferred Life Membership by the New Zealand Society for Earthquake Engineering (NZSEE) in 2013.",6,"The IIT Gandhinagar fraternity congratulates Professor Sharmistha Majumdar for receiving a grant from the Science and Engineering Research Board (SERB), towards the project on ""Mechanistic analysis of eukaryotic mobile genetic elements"".",51,IIT Gandhinagar from the campus organic vegetable farm. Picture Courtesy: Gaurav Shukla,214,nan,2
,,,,,,,
nan,16,"All endings bring in beginnings, too. #SundayInspiration

Picture Courtesy: Devarsh Barbhaya",73,"Following the recent discovery of gravitational waves in which IIT Gandhinagar's Professor Anand Sengupta has been deeply involved, a colloquium was held on February 17th highlighting the path to the discovery.  Prof Sudipta Sarkar and Prof. Sengupta spoke on this occassion about ""The history of Einstein's theory of gravity"" and ""The discovery of GW150914"".",209,"IITGN students are learning not just nuts and bolts of their chosen subjects, but also brushing up their knowledge of Urdu:

http://epaper.timesofindia.com/Repository/getFiles.asp?Style=OliveXLib:LowLevelEntityToPrint_MIRRORNEW&Type=text/html&Locale=english-skin-custom&Path=AMIR/2013/02/01&ID=Ar00200",2
,,,,,,,
"An article on ""Design for a Billion"" conference at IITGN written by Commissioner of Labour, Government of Gujarat, Dr Ravi Jayanti. Earlier she was Commissioner of Technical Education.

#iit #iitgandhinagar #iitgn #engineering #design #internationalconference #designforabillion",16,"The fifth edition of the summer internship research program (SRIP) is underway. The program is aimed at building strong ties with other institutions through research at IITGN. The program strives to bring together students and faculty from prominent institutions across the country right here on the IIT Gandhinagar campus at Palaj.

The SRIP interns have been beating the heat with their exciting projects, and participated in an orientation program today. Prof Sudhir K Jain addressed the students, motivating them towards pursuing a strong research agenda. He also had one-on-one interactions with them. 

Watch this space for updates on what the interns are up to this summer!",71,"IIT Gandhinagar family celebrates the detection of #GravitationalWaves along with LIGO Scientific Collaboration! 

Congratulations Dr. Anand Sengupta, #GravitationalWave Group at IITGN and, colleagues from PRL who are members of the collaboration responsible for the discovery!",184,"Physical Education Section & Blithchron’13 at IITGN jointly organised “The Green Run” on January 26, 2013.  The event was a marathon to spread awareness about the plight of our planet, which in the recent decades has been a victim of pollution and degradation because of various human activities.  By exhibiting their determination, unity and purpose through such awareness initiatives, IITGN clearly spells out the word “CHANGE”.",0
,,,,,,,
"Online Applications for MA in Society and Culture has started. Application Deadline is 12 January, 2015.

To Apply click below link.",11,"We are pleased to announce ""Pahel --- Ek Shuruat"", a workshop organized by the Counseling Services at IIT Gandhinagar. This two-day workshop will be held on June 18th and 19th, 2016. 

The workshop aims to explore the role of counseling services at IITs and how institutions can reach out to students more effectively. The workshop will also involve discussions about ways in which we can effectively help the first generation students, and brainstorm some measures that enable a more positive culture on campus while keeping pace with the changing times.  

The schedule for the workshop is attached here. Please get in touch with Prof. Kabeer Jasuja with any queries that you might have. 

We look forward to an effective discourse with the help of your experiences, so do join us!",23,"IIT Gandhinagar hosted a group of 150 B.Tech. students and 9 faculty members from Madhuben & Bhanubhai Patel Women’s Institute of Engineering for Studies and Research in Computer and Communication Technology (MBICT), New Vallabh Vidyanagar. The day long trip included visit to Electronics, Mechanical, Computational, and Cognitive Science labs in the academic area.",146,nan,2
,,,,,,,
"http://epaper.dnaindia.com/story.aspx?id=56339&boxid=119223&ed_date=2014-11-08&ed_code=1310009&ed_page=2

#iitgandhinagar #iitgn #iit #engineering #design #designforabillion #massproduction #innovative",7,"IIT Gandhinagar features at the #8 position in the national ranking of the Top 150 Engineering Institutes, and at #2 in the West Region, according to the Times Engineering Institute Ranking Survey. 

The study had three major modules: Desk Research, Factual Survey & Perceptual Rating Survey. Find out more from: http://buff.ly/1sSOXfg and http://buff.ly/1sSPX31",73,"""If Winter comes, can Spring be far behind?"" 
                                   (P.B.Shelley ""Ode to the West Wind"")
IIT Gandhinagar campus in an early dusk. (Picture Courtesy: Saurabh S Vaichal)",186,"""Blithchron"", the annual cultural festival organised by the students of IIT Gandhinagar will take center-stage on 19th - 20th January 2013.

For schedule and more details please visit the below website

http://blithchron.iitgn.ac.in/",2
,,,,,,,
"http://indianexpress.com/article/india/india-others/digvijaya-singh-was-most-negative-on-twitter-during-ls-polls-narendra-modi-least/

#iitgandhinagar #iitgn  #iit #indianpolitics #engineering #lspoll #negativecampaign",8,"#ThrowbackThursday

Around this time last year, the #IITGNExplorers were out backpacking countrywide. Here are some picks from past, and you can find even more from their Facebook page here:

http://buff.ly/1TXLrWG 

Watch this space for updates from the teams keeping it cool this summer by backpacking to far-off lands this year!",30,"The men's basketball team of IIT Gandhinagar  has won the District Level ""Khel-Mahakumbh"" tournament, held at BAPS School. We have retained the position of defending champions, despite strong competition. IITGN team won against PDPU in the quarter, CRPF in the semis and BSF in the finals.

Many congratulations to the entire team!",93,IIT Gandhinagar is conducting Blood Donation Drive with the Prathama Blood Centre on 18th January 2013,3
,,,,,,,
"http://epaper.indianexpress.com/c/3760717
#iitgandhinagar #iitgn #iit #engineering #design",6,"The vocational skills training program by NEEV, as featured by ABP Asmita:",44,"Director, IIT Gandhinagar addressing the faculty and staff for the first time this afternoon in the newly built mega Auditorium in  Academic Block 2.",119,"December 20-22, 2012",1
,,,,,,,
"Online Applications Opening Shortly for MA is Society and Culture.

#iitgn #iitgandhinagar #admissions #registrations",16,"Announcing the Open House at IITGN on 5th of June: please note that there have been some changes to the schedule posted earlier on this page! 

----

After having appeared for JEE Advanced on 22nd of May, prospective JEE students from all over the country are invited by IIT Gandhinagar to the Open House that will be held on 5th of June 2016. 

Come see the IIT Gandhinagar Permanent Campus! Sessions by faculty members of various branches, Deans and IITGN Director are lined up to address the general doubts of students regarding admission and also specific queries about IIT Gandhinagar.

Register for the Open House at: http://buff.ly/22m2TtZ
Visit our prospective students webpage: http://buff.ly/22m2PdB

Limited accommodation available- register soon!",28,"IIT Gandhinagar campus received 5* ratings from The Green Rating for Integrated Habitat Assessment for Large Developments (GRIHA LD). They recognized the efforts by IIT Gandhinagar to develop a green campus with various environment oriented initiatives such as low-energy sewage treatment, water recycling, rain water harvesting, rooftop solar photovoltaic plants, solar water heaters, passive ventilation, pedestrianfriendly campus, environmentally- friendly materials used on site (e.g. concrete roads, fly ash bricks), solid waste management, biogas plant, etc. Thank you everyone for being a part of these efforts in turning Green Campus a reality!",128,nan,3
,,,,,,,
"http://timesofindia.indiatimes.com/City/Ahmedabad/Vague-cyber-law-a-threat-to-free-society-values/articleshow/45002724.cms

#iitgn #iitgandhinagar #iit #engineering #cyberlaw #internetfreedom #informationtechnologyact",4,The IIT Gandhinagar fraternity congratulates Professor Virupakshi Soppina for receiving a grant from the Department of Biotechnology (DBT) for his project on Molecular mechanisms of kinesin-3 based cargo transport and their implications in human diseases.,55,The Landmark Tower of IITGN. Photo Courtesy: Pocketful of India,235,nan,2
,,,,,,,
"http://timesofindia.indiatimes.com/home/education/news/Engineering-institutes-learning-good-practices-at-IIT-Gandhinagar/articleshow/44946130.cms

#iit #iitgn #iitgandhinagar #engineering #goodpractices #toi",14,"Watch Prof. Atul Bhargav address the graduating batch of IIT Gandhinagar, at Udaan 2016.",64,IIT Gandhinagar family congratulates Professor D.V. Pai for being elected as the President of the Indian Mathematical Society (IMS) for the year beginning from 1st April  2016 to 31st March 2017. Our best wishes and heartiest congratulations!,117,nan,1
,,,,,,,
"http://epaper.dnaindia.com/story.aspx?id=55601&boxid=91147&ed_date=2014-10-20&ed_code=1310009&ed_page=5

#iit #iitgn #iitgandhinagar #nyasa #diwali",8,"Today was the start of the two-month long vocational skills training course at IIT Gandhinagar (IITGN) wherein 27 young men, most of them from the villages of Palaj and Basan adjoining IITGN’s campus, will spend the next two months from 10am to 5pm in the institute’s mechanical and electrical labs learning about carpentry, fitting, wiring, plumbing, tin-smithy, machines and welding. In addition to vocational skills, some modules on business skills and some field visits to local industries are also planned. 

The program is organised by IITGN’s community outreach program 'Neev', in collaboration with the mechanical engineering lab staff and electrical engineering lab staff, and is being supported by the Desai Foundation. It was an exciting first day with the participants taking up the sessions with great enthusiasm.

Here are a few pictures of the inauguration and training sessions
http://buff.ly/1NHbUuS

For more information about the course, please send an email to neev@iitgn.ac.in and for more updates from Neev, visit the Neev Facebook page at http://buff.ly/1TG1Sux",73,Snapshots of the inaugural session of DUKE-IITGANDHINAGAR higher education collaboration discussions at IIT Gandhinagar campus. Exciting times at IITGN Palaj.,93,nan,0
,,,,,,,
"""Reflections"" - Class of 2014
#iitgn #iitgandhinagar",14,"Watch Professor Ragavan K's speech, inspiring the graduating batch of IIT Gandhinagar at Udaan 2016",59,"IIT Gandhinagar faculty members, Professor Saumyakanti Khatua, Professor Arnab Dutta, and Professor Virupakshi Soppina received the prestigious Ramanujan Fellowship. Our heartiest congratulations!",126,nan,1
,,,,,,,
"http://epaper.dnaindia.com/story.aspx?id=55264&boxid=79031&ed_date=2014-10-12&ed_code=1310009&ed_page=3
#iit #iitgandhinagar #innovation #engineering",11,"Campus Feature: Water (part 3) - Narmada

The story of Narmada water at IIT Gandhinagar begins several years ago, when IITGN was successfully able to negotiate with GWSSB (Gujarat Water Service and Sewerage Board) to lay a new pipeline from the main Narmada canal pipeline to our campus. Imagine a new pipeline just for our campus from Gandhinagar city!

It turns out that Narmada water has low TDS and is potable. This was great news, considering RO systems are unfriendly to the environment (for every litre of water you drink out of an RO system, approximately two litres of water is wasted in the back end).

However, the Narmada water pipeline was delayed for several months, with various hurdles including some land disputes and contractor issues. The construction team bravely implemented a backup plan involving the tube wells on campus, and judiciously installing only a minimum number of ROs. 

We now have Narmada water on campus and a state of the art water treatment facility. 

Trivia: The water supply for the entire city of Gandhinagar had to be cut off for one whole day while the final connections of the new water pipeline were being made.",33,"Two student papers of IIT Gandhinagar bagged the first and second best paper awards at the 7th Symposium on Applied Aerodynamics and Design of Vehicles (SAROD), Thiruvananthpuram on December 5th 2015.  
 1st Prize: Abheeti Goyal 
 2nd Prize: Sumit Singh
Heartiest Congratulations to the winners!",92,14-Dec-12,3
,,,,,,,
"http://epaper.dnaindia.com/story.aspx?id=55230&boxid=73540&ed_date=2014-10-11&ed_code=1310009&ed_page=2

#iit #iitgn #engineering #Nobelpeaceprize #Kailashsatyarthi #iitgandhinagar",18,nan,61,"New hostels, new names, new words. #IITGN hostels",85,nan,3
,,,,,,,
"http://epaper.dnaindia.com/story.aspx?id=55230&boxid=73533&ed_date=2014-10-11&ed_code=1310009&ed_page=2

#iit #iitgn #earthquake #safety #engineering #amalthea #iitgandhinagar",11,The philosophy and spirit of IIT Gandhinagar captured in this short video designed by Parag Chitnis and Naveen Kumar,78,"Throwback Thursday is here! A picture from Dr. A. P. J. Abdul Kalam's visit to IIT Gandhinagar in 2011! 
#TBT #IITGN",285,nan,0
,,,,,,,
nan,17,"IIT Gandhinagar Family Sports Festival (29th April to 1st May 2016) was one-of-its kind event meant to bring together the IITGN community. The rationale was to help the community unwind and enjoy some light moments. The event included games for all age groups like Running Race, Relay Race, Shot-put, Speed Walking, One minute games, etc. The event also included group games like Football Penalty Kick, Cricket, Karaoke. Grand finale concluded with prize distribution in the institute auditorium.",67,"Honorable Minister for Human Resource and Development Smt. Smriti Zubin Irani launches Global Initiative of Academic Networks (GIAN) scheme at IIT Gandhinagar. 

Picture courtesy: Desh Gujarat
IITGN Contact: Anirban Dasgupta and Shanmuganathan Raman",98,http://timesofindia.indiatimes.com/city/ahmedabad/IITians-get-business-advice-from-Azim-Premji/articleshow/17486211.cms,1
,,,,,,,
nan,11,"IIT Gandhinagar fraternity congratulates Professor Atul Abhay Dixit for receiving a  grant from  the Science and Engineering Research Board (SERB)  for the project entitled,“At the Interface of Analytic Number Theory and Special Functions”",65,"A picture taken by a photo enthusiast from 16 Pixels, IIT Gandhinagar. Growth against every odd is a part of nature.",112,http://epaper.dnaindia.com/story.aspx?id=18002&boxid=40279&ed_date=2012-12-05&ed_code=1310005&ed_page=4,3
,,,,,,,
"A three-day workshop on Low Cost Hi-Tech Automation (LCHA) has begun at IIT Gandhinagar today (Sept 25, 2014). The workshop is attended by participants from across the country. 
When various factors such as economic recession, slump in demand, risk, and lack of funds with long gestation period make heavy investment not pragmatic, one of the very practical, safe, economical and rewarding strategies to enhance productivity is the application of Low Cost Automation.
 #iit #iitgn #engineering #workshop",19,IIT Gandhinagar fraternity congratulates Professor Baradhwaj Coleppa  for receiving a  grant from  the Science and Engineering Research Board (SERB)  for the project entitled“LHC Studies of Beyond The Standard Model Physics”.,64,"The campus is abuzz with examination fever. You can spot instructors, TAs, and students at IIT Gandhinagar scurrying around to get into examination rooms. 
Here is a picture from one of the informal student-Director meetings in the gullies of academic block 7 posted to remind us that whatever be the hurry, there is always room for a cup of coffee. Cheers and Best wishes to all students! Picture Courtesy: Dayananda Meitei",122,Mr. Azim Premji handed out the  ‘Excellence Award for Staff’ and addressed the students on entrepreneurship and success.,2
,,,,,,,
"http://epaperbeta.timesofindia.com/Article.aspx?eid=31805&articlexml=Your-phone-could-predict-earthquakes-24092014004010
#engineering #iit #iitgn #earthquake #iitgandhinagar",6,"Continuing the tradition of previous years, NYASA celebrated the NYASA kids' birthday on 29th of April and made them feel special.",73,"The Spirit of  IIT Gandhinagar Student Life, captured by Sudipta Das",145,nan,1
,,,,,,,
"http://timesofindia.indiatimes.com/home/science/Money-makes-you-reveal-more-online-Study/articleshow/42701848.cms
#iit #iitgn #research #iitgandhinagar",5,IIT Gandhinagar fraternity congratulates Professor Umashankar Singh for receiving a  grant from  the Science and Engineering Research Board (SERB)  for the project entitled “Regulation of Chromatin Function by CGGBP1-CTCF Axis”,70,First Diwali evening of IIT Gandhinagar Palaj Campus. When hostels become family. Pictures Courtesy: Pocketful of India,88,"A five day short course on ""Seismic Design of Reinforced Concrete Buildings"" has been started from today at IIT Gandhinagar. This course will be attended by engineers, students, faculty and senior professionals from various parts of the country.

For more details please visit the website:",1
,,,,,,,
nan,16,IIT Gandhinagar fraternity congratulates Professor Anirban Dasgupta for receiving a grant from Cisco Research Center University for the project entitled“Deep Analytics of Multilayered Complex Systems: Sketching Insights from Multidimensional Time Series”.,83,"IIT Gandhinagar receives the ""University of the Year"" award at Federation of India Chamber of Commerce and Industry (FICCI), New Delhi 2015. We bagged the award in the category of the varsities in existence for less than 10 years. 

Join us in the celebrations!!",206,nan,1
,,,,,,,
nan,4,"IIT Gandhinagar wishes its students best of luck for their End-term examination starting tomorrow. Graduating batch, do mail us your experiences of the 'last lectures'. with-- IIT Gandhinagar Student Life.",54,"Well, it's not just about humans. The silence of the evenings in Palej, the peacocks in the day, here is nature@ IIT Gandhinagar for you. Citizen Journalist: Prashant Kumar",131,nan,3
,,,,,,,
http://www.ahmedabadmirror.com/ahmedabad/others/LGBTs-find-a-voice-at-IIT-Gandhinagar/articleshow/42292329.cms,6,"IIT Gandhinagar fraternity congratulates Professor Nihar Ranjan Mohapatra for receiving a grant from  the Department of Science & Technology (DST)  for the project entitled,“Cost-effective integration of 20-40V n/p LDMOS devices in SCL's 0.18um CMOS process”.",73,Picture Courtesy: Pocketful of India and Prashant Dinkar,86,"As a part of the second edition of the French Cine-club at IIT GN a movie from 1966 called 'La Grande Vadrouille' will be screened in the Auditorium on Saturday the 17th of November, at 7.00 pm. the movie 'La Grande Vadrouille' (which literally means  'The Great Stroll') will be in French with English subtitles.",0
,,,,,,,
nan,12,"IIT Gandhinagar had its farewell evening for the graduating batch of Undergraduate and Postgraduate students in its signature ""Udaan"" style on Saturday, 9th April 2016. Every year ""Udaan"" becomes the most awaited event for the graduating batches of IITGN. An evening full of nostalgia, memories, speeches, gratitude to their dearest faculty, and cultural performances characterized this year's ""Udaan"" too. Faculty members observed with joy their students in formal attire, ready to explore the world outside. 
Pictures by Gaurav Shukla",75,"IIT Gandhinagar's Chess and Table Tennis teams participated in Shaurya Cup' 2015 held at IIM - Ahmedabad.

Our Chess team bagged the gold medal and our Table Tennis team came runners-up in the tournament. 

CHESS TEAM: 
Mayank Jain (Chess Club Secretary), Rajnikant Ghate, Bhavya Jain, Tanay Kankane, Krishna Soni

TABLE TENNIS TEAM:
Nikhil Sharma (Captain), Sowill Dawe, Amber Kothari, Rushi Jariwala

Congratulations to all the team members.",90,nan,0
,,,,,,,
"http://epaper.dnaindia.com/story.aspx?id=53874&boxid=596413&ed_date=2014-09-05&ed_code=1310005&ed_page=2
#entrepreneurship #engineeing #iit #iitgn #grassroots",13,IIT Gandhinagar fraternity congratulates Professor Nihar Mohapatra for being selected for the Young Faculty Fellowship under Visvesvaraya Ph.D. Scheme (2014-15) for Electronics & IT.,73,Congratulations to Nisha Rawat who has bagged the Gold Medal in the 50 m breast-stroke event at the Inter-IIT sports meet at IIT Madras.,135,nan,0
,,,,,,,
"http://epaperbeta.timesofindia.com/Article.aspx?eid=31805&articlexml=Hearing-loss-detection-device-set-to-cost-less-01092014003083
#iit #iitgn #hearingloss #ted #engineering #design",7,"Theme of the Talks: Nepal earthquake
Date: April 1 
Time: 3 pm Venue: A1/002
Abstract:  Nepal was affected by a devastating earthquake of magnitude 7.8 per Richter scale with the epicenter at Gorkha District in a remote hilly area of the country. The earthquake and the subsequent aftershocks caused more than 8,700 fatalities and damage or collapse of more than 600,000 buildings, including UNESCO World Heritage sites in Kathmandu Valley. The earthquake had a significant impact on housing, institutional facilities, heritage buildings, schools, hospitals, and lifelines. Most deaths were due to collapse of vulnerable unreinforced masonry dwellings (mostly adobe and stone masonry). Significant damage and collapse observed in some urban reinforced concrete buildings revealed the negative effect of building irregularities and inadequate design and construction practices. In general, school buildings were worst hit in the earthquake affected area, however there were examples of retrofitted school buildings that performed very well. The speakers will provide an overview of the earthquake and its effects, damage patterns in masonry and reinforced concrete buildings, including housing, schools, and heritage buildings.

IITGN Contact: Professor Pranab Mohapatra",20,nan,181,nan,0
,,,,,,,
http://epaperbeta.timesofindia.com/Article.aspx?eid=31819&articlexml=Nip-Hearing-Loss-in-the-Bud-01092014008012,17,"Holi celebrations tomorrow at Palaj with students, staff, and faculty.",22,The first lecture on our permanent campus began at 8:00 am today with the class of Prof. Nithin George,340,Imaging India Course Seminar at IITGN,1
,,,,,,,
"http://epaper.dnaindia.com/story.aspx?id=53717&boxid=587297&ed_date=2014-09-01&ed_code=1310005&ed_page=2

#iit #iitgn #engineering #TED",10,"Snapshots from Mr. Shail Kumar's talk ""Building a Golden India: How to unleash India's vast potential and transform its higher education system. Now"" at IIT Gandhinagar on March 19th 2016. Shail Kumar is the Past-President of the IIT Foundation; co-founder of Pan IIT alumni movement in the USA; former administrator at UC Berkeley and UC San Diego; co-founder and CEO of two start-ups; and was an executive in several Fortune 500 and Silicon Valley-based corporations. 
The talk was a part of Shastrarth Socratic Society (SSS). It is a student organization at IIT Gandhinagar that focuses on the important issues, events and trends of the current time.",41,"IITGN Alumnus clears civil service exam

#IIT #iitgn #civilservice #alumni",253,"The student community of IIT Gandhinagar is organizing the intra college cultural festival, ""JASHN"" from 25th to 28th October ,2011. The opening ceremony of the festival will take place today evening. 

The main attraction of the opening ceremony will be a classical dance and a musical performance by some students,  of IIT Gandhinagar.",3
,,,,,,,
"http://timesofindia.indiatimes.com/Home/Science/A-robotic-arm-to-help-neurology-patients/articleshow/41314172.cms

#engineering #iit #iitgandhinagar #iitjee #neurology #robotic",11,"IITGN’s intra-institute technological festival called ‘Ignite 2.0’ was held on Thursday (March 17, 2016) at its campus at Palaj. Ranging from fun and entertainment games to hardcore science, a range of projects developed by the students and faculty of the institute were displayed at the event.",64,"Research scholar in cognitive science at IITGN, Neeraj Kumar,  gets 'Wellcome TrustDBT India Alliance fellowship' of Rs 1.2 crore.
#iitgn #iit #engineering #cognitivescience  #fellowship

The Times of India, Ahmedabad: May 20, 2015
https://drive.google.com/file/d/0B6qw76NPUMbHWUQ0bzFSQUxlTE0/view?usp=sharing",261,nan,3
,,,,,,,
http://timesofindia.indiatimes.com/city/ahmedabad/Showstoppers-make-heads-turn-at-IIT-Gandhinagar/articleshow/40861632.cms?,15,"With Ignite 2.0 just round the corner, the Mean Mechanics Club has come up with something interesting. It is a Robocar controlled by Android smartphone via Bluetooth: This is a simple robocar with one chassis, two motors and four wheels but it can be controlled by smartphones. The Robocar is connected with a Bluetooth chip and an Arduino. The designers Jagdish Choudhary and Himanshu Goswami have modified an android app called Ignite 2.0 that can control it. You can also play a soccer game(4 player) and Golf with the app.
 ~ Citizen Journos, Heet Patel and Pragadeesh Ravindran",48,"BADA Khana for all members of the IITGN community including all the construction workers, construction contractors and the project management team

#iitgn #iitgandhinagar",86,"IITGn’s tryst with theatre

Young artists of Chhara community performed a play ‘Budhan Bolta Hai’ on 20th October, 2012",1
,,,,,,,
"Leading industries from across the country will participate in an “Industry Open House” at Indian Institute of Technology Gandhinagar (IITGN) on August 23 (Saturday). The event is a part of IITGN’s plan to expand and scale-up its engagement and communication with industry.

The event will showcase IIT Gandhinagar’s expertise, infrastructure and capabilities through presentations, posters, visits to laboratories and library, idea pitches, instrumentation and product demonstrations. Apart from interacting with the Institute’s faculty, staff and students, visitors will have an opportunity to interact with the conveners of the Institute’s Career Development Services and Continuing Education Program.

IITGN Director Prof Sudhir K Jain said, “IITGN values its engagement with the industry. We have several strong, ongoing partnerships with several companies, such as Underwriters Laboratories (UL), Ricoh Japan and Nielsen. The Industry Open House aims to build on this engagement and open up new ideas and opportunities.”

Earlier, in May 2014, IITGN hosted an Industry Partnership Retreat in which industry participants shared their inputs on how industry and academia can work together. The Industry Open House has been organised in response to the feedback that the Institute received from this event.",9,"IGNITE is the Intra-college technical festival. It aims to provide a platform to display the technical projects that are being offered by IIT Gandhinagar faculty, staff, and students. The aim of this event is to promote the technical culture at the institute. This edition of IGNITE will have many other exciting features like TECH-TALK, informal technical games and more. 
Contact Person: Mr Abhinav Singh (Technical Secretary, Student Council)
Admission: Open for all
March 17th 2016, 6.00PM-10.00PM",30,"IITGn director Prof Sudhir Jain become the most followed director
on Facebook in local academia.

#iitgn #iitgandhinagar",156,"Imagining India is the title of a course taught at IIT Gandhinagar. The course emphasises the role of imagination in understanding diverse and inconclusive realities of a complex and pluralistic nation such as India. Drawing from multiple disciplines and narratives, the course aims to show students that India is an idea, both real and imagined. The workshop extends the aims of the course and also brings enriching insights from various vantage points.",0
,,,,,,,
"http://www.outlookindia.com/news/article/Hindi-Cinema-Is-Unrealistic-Rachel-Dwyer/855178
#hindi #cinema #movies #iitgn #iit #iitgandhinagar #Racheldwyer",9,Community outreach and entrepreneurship go hand in hand at IIT Gandhinagar. IITGN family has taken upon itself to empower the women of Palaj and Basan villages through community outreach and grassroots entrepreneurship,56,nan,113,"As part of the course HS 403 'Paradox of Indian Democracy', IITGN has invited 'Budhan Theatre' to perform a play called 'Budhan Bolta Hai'. There are about 60 million members of denotified tribes (DNT) in India today, who were previously classified as ""criminals"" by British colonial rulers. Since 1998, Budhan Theatre - founded by Chharas (a DNT community living in Ahmedabad) has performed street plays to raise awareness about the continuing discrimination against DNTs. Their goal is to demonstrate that Chharas are not “born criminals,” but humans with real emotions, capacities, and aspirations. The performance will be followed by a brief Q&A with members of Budhan Theatre.",0
,,,,,,,
